ID,NAME,ACCOUNT_ID,AMOUNT,CLOSE_DATE,STAGE_NAME,PROBABILITY,FORECAST_CATEGORY_NAME,LEAD_SOURCE,TYPE,DESCRIPTION,NEXT_STEP,CREATED_DATE,LAST_MODIFIED_DATE,CURRENCY_ISO_CODE,IS_CLOSED,IS_WON
006750375329796363,InnovateUK Technologies - AI Implementation,001916644646869448,4247232,2026-02-26,Proposal/Price Quote,60,Best Case,Advertisement,Existing Customer - Replacement,Opportunity to provide cloud solutions to InnovateUK Technologies to address their operational efficiency requirements.,Schedule final decision-maker presentation,2025-06-07T07:21:05.750298,2025-06-15T07:21:05.750298,NOK,false,false
006481048579726534,Budapest Innovation - Data Integration,001617535713046263,5928943,2025-05-26,Closed Lost,0,Omitted,Trade Show,New Customer,Opportunity to provide AI-powered insights to Budapest Innovation to address their operational efficiency requirements. Lost to Amazon due to pricing/feature considerations.,Maintain relationship for future opportunities,2025-03-03T07:21:05.750433,2025-03-24T07:21:05.750433,EUR,true,false
006172147239199595,Budapest Innovation - Data Integration,001617535713046263,3556425,2026-04-19,Prospecting,10,Pipeline,Other,New Customer,Opportunity to provide cloud solutions to Budapest Innovation to address their scalability needs requirements.,Schedule discovery call to understand business requirements,2025-06-15T07:21:05.750502,2025-07-05T07:21:05.750502,EUR,false,false
006164697658504768,Budapest Innovation - Security Enhancement,001617535713046263,13395840,2026-07-01,Prospecting,10,Pipeline,Partner Referral,New Customer,Opportunity to provide automation platform to Budapest Innovation to address their competitive advantage requirements.,Schedule discovery call to understand business requirements,2025-04-11T07:21:05.750567,2025-04-18T07:21:05.750567,EUR,false,false
006774996132352225,Budapest Innovation - Platform Upgrade,001617535713046263,17886339,2025-11-28,Negotiation/Review,80,Commit,Trade Show,New Customer,Opportunity to provide AI-powered insights to Budapest Innovation to address their data challenges requirements.,Prepare for contract signature,2025-05-10T07:21:05.750629,2025-05-16T07:21:05.750629,EUR,false,false
006410680740653187,Hannover Industries - Digital Transformation,001706384218743963,736837,2025-11-09,Needs Analysis,30,Pipeline,Employee Referral,New Customer,Opportunity to provide digital transformation to Hannover Industries to address their competitive advantage requirements.,Conduct technical deep-dive session,2025-07-22T07:21:05.750765,2025-08-10T07:21:05.750765,EUR,false,false
006491922564402975,Paris Innovation SA - Security Enhancement,001297919985452583,194450,2025-05-11,Closed Lost,0,Omitted,Advertisement,New Customer,Opportunity to provide cloud solutions to Paris Innovation SA to address their regulatory compliance requirements. Lost to Amazon due to pricing/feature considerations.,Maintain relationship for future opportunities,2025-03-19T07:21:05.750895,2025-04-18T07:21:05.750895,EUR,true,false
006669973973580175,Paris Innovation SA - Analytics Solution,001297919985452583,160708,2026-01-01,Value Proposition,40,Pipeline,Phone Inquiry,Existing Customer - Upgrade,Opportunity to provide AI-powered insights to Paris Innovation SA to address their scalability needs requirements.,Schedule executive stakeholder meeting,2025-07-21T07:21:05.750954,2025-07-25T07:21:05.750954,EUR,false,false
006598515540610765,Copenhagen Analytics - Security Enhancement,001853515078943231,4712260,2024-08-27,Closed Lost,0,Omitted,Employee Referral,New Customer,Opportunity to provide cloud solutions to Copenhagen Analytics to address their scalability needs requirements. Lost to Oracle due to pricing/feature considerations.,Update competitive intelligence,2024-03-03T07:21:05.751100,2024-03-18T07:21:05.751100,EUR,true,false
006530849934441593,Copenhagen Analytics - Security Enhancement,001853515078943231,429434,2024-10-18,Closed Won,100,Closed,Email Campaign,Existing Customer - Upgrade,Opportunity to provide cloud solutions to Copenhagen Analytics to address their scalability needs requirements. Successfully completed implementation and achieved measurable ROI.,Schedule implementation planning session,2024-08-20T07:21:05.751173,2024-09-01T07:21:05.751173,EUR,true,true
006204716831543143,Copenhagen Analytics - Cloud Migration,001853515078943231,281564,2026-01-02,Value Proposition,40,Pipeline,Employee Referral,Existing Customer - Replacement,Opportunity to provide advanced analytics to Copenhagen Analytics to address their regulatory compliance requirements.,Develop ROI business case presentation,2025-01-24T07:21:05.751233,2025-02-09T07:21:05.751233,EUR,false,false
006940099670938899,Copenhagen Analytics - Analytics Solution,001853515078943231,2033465,2026-01-05,Qualification,20,Pipeline,Email Campaign,Existing Customer - Upgrade,Opportunity to provide automation platform to Copenhagen Analytics to address their data challenges requirements.,Validate budget and decision-making process,2025-02-26T07:21:05.751295,2025-03-22T07:21:05.751295,EUR,false,false
006381134965369052,Copenhagen Analytics - Cloud Migration,001853515078943231,2426381,2025-12-16,Qualification,20,Pipeline,Word of mouth,Existing Customer - Replacement,Opportunity to provide cloud solutions to Copenhagen Analytics to address their operational efficiency requirements.,Validate budget and decision-making process,2025-05-31T07:21:05.751354,2025-06-30T07:21:05.751354,EUR,false,false
006643012062443768,Rotterdam Logistics - Platform Upgrade,001890314423212983,17031089,2025-08-24,Proposal/Price Quote,60,Best Case,Advertisement,New Customer,Opportunity to provide AI-powered insights to Rotterdam Logistics to address their scalability needs requirements.,Negotiate contract terms and conditions,2025-02-15T07:21:05.751498,2025-03-16T07:21:05.751498,EUR,false,false
006350054704852547,Aurora Systems - Security Enhancement,001614306938061774,564646,2025-06-29,Closed Lost,0,Omitted,Word of mouth,New Customer,Opportunity to provide cloud solutions to Aurora Systems to address their operational efficiency requirements. Lost to IBM due to pricing/feature considerations.,Maintain relationship for future opportunities,2025-01-20T07:21:05.751633,2025-02-05T07:21:05.751633,GBP,true,false
006872749916319445,Aurora Systems - Data Integration,001614306938061774,84144,2024-12-05,Closed Lost,0,Omitted,Partner Referral,New Customer,Opportunity to provide automation platform to Aurora Systems to address their operational efficiency requirements. Lost to Salesforce due to pricing/feature considerations.,Update competitive intelligence,2024-08-09T07:21:05.751698,2024-08-24T07:21:05.751698,GBP,true,false
006213432581698682,Aurora Systems - Data Integration,001614306938061774,58827,2025-12-06,Qualification,20,Pipeline,Advertisement,New Customer,Opportunity to provide digital transformation to Aurora Systems to address their regulatory compliance requirements.,Identify key stakeholders and influencers,2025-07-19T07:21:05.751758,2025-07-25T07:21:05.751758,GBP,false,false
006307066239939726,Aurora Systems - Process Automation,001614306938061774,298658,2026-04-19,Value Proposition,40,Pipeline,External Referral,New Customer,Opportunity to provide automation platform to Aurora Systems to address their data challenges requirements.,Schedule executive stakeholder meeting,2025-05-15T07:21:05.751819,2025-06-07T07:21:05.751819,GBP,false,false
006743348218853472,Aurora Systems - AI Implementation,001614306938061774,432812,2026-01-11,Needs Analysis,30,Pipeline,Partner Referral,New Customer,Opportunity to provide AI-powered insights to Aurora Systems to address their data challenges requirements.,Present detailed solution proposal,2025-04-11T07:21:05.751877,2025-05-05T07:21:05.751877,GBP,false,false
006931526967883719,Nordic Innovations - Cloud Migration,001542542852785579,4858529,2025-01-19,Closed Lost,0,Omitted,Partner Referral,New Customer,Opportunity to provide automation platform to Nordic Innovations to address their operational efficiency requirements. Lost to Amazon due to pricing/feature considerations.,Maintain relationship for future opportunities,2024-09-14T07:21:05.752012,2024-09-30T07:21:05.752012,HUF,true,false
006382571482008139,Nordic Innovations - AI Implementation,001542542852785579,4536968,2026-01-29,Prospecting,10,Pipeline,Trade Show,New Customer,Opportunity to provide AI-powered insights to Nordic Innovations to address their operational efficiency requirements.,Send company overview and case study materials,2025-03-08T07:21:05.752080,2025-03-12T07:21:05.752080,HUF,false,false
006208424859657837,Nordic Innovations - Security Enhancement,001542542852785579,1570211,2025-12-09,Negotiation/Review,80,Commit,External Referral,New Customer,Opportunity to provide digital transformation to Nordic Innovations to address their scalability needs requirements.,Complete security and compliance review,2025-07-07T07:21:05.752141,2025-07-19T07:21:05.752141,HUF,false,false
006495292130765725,Berlin Tech Solutions - Data Integration,001363643514874739,2361868,2024-12-03,Closed Lost,0,Omitted,Email Campaign,New Customer,Opportunity to provide AI-powered insights to Berlin Tech Solutions to address their data challenges requirements. Lost to IBM due to pricing/feature considerations.,Update competitive intelligence,2024-10-29T07:21:05.752270,2024-11-19T07:21:05.752270,EUR,true,false
006674708170251686,Berlin Tech Solutions - Process Automation,001363643514874739,1664137,2026-02-18,Proposal/Price Quote,60,Best Case,External Referral,New Customer,Opportunity to provide automation platform to Berlin Tech Solutions to address their operational efficiency requirements.,Negotiate contract terms and conditions,2025-05-11T07:21:05.752336,2025-05-31T07:21:05.752336,EUR,false,false
006810750179699271,Berlin Tech Solutions - Process Automation,001363643514874739,1415075,2026-07-14,Qualification,20,Pipeline,Word of mouth,New Customer,Opportunity to provide AI-powered insights to Berlin Tech Solutions to address their competitive advantage requirements.,Validate budget and decision-making process,2025-06-10T07:21:05.752410,2025-06-13T07:21:05.752410,EUR,false,false
006401148978214919,Berlin Tech Solutions - Security Enhancement,001363643514874739,2114430,2026-01-30,Qualification,20,Pipeline,Word of mouth,New Customer,Opportunity to provide automation platform to Berlin Tech Solutions to address their scalability needs requirements.,Identify key stakeholders and influencers,2025-05-03T07:21:05.752473,2025-05-28T07:21:05.752473,EUR,false,false
006240780537246727,Berlin Tech Solutions - Analytics Solution,001363643514874739,4569925,2026-03-20,Needs Analysis,30,Pipeline,Cold Call,New Customer,Opportunity to provide cloud solutions to Berlin Tech Solutions to address their scalability needs requirements.,Arrange reference customer calls,2025-03-29T07:21:05.752534,2025-04-21T07:21:05.752534,EUR,false,false
006717480890528832,Vienna Analytics - Digital Transformation,001164879409789521,466332,2025-10-08,Qualification,20,Pipeline,Web,New Customer,Opportunity to provide advanced analytics to Vienna Analytics to address their competitive advantage requirements.,Conduct needs assessment workshop,2025-06-26T07:21:05.752674,2025-07-21T07:21:05.752674,EUR,false,false
006358231942441556,Helsinki Tech - Data Integration,001780497606070370,5710143,2026-07-22,Prospecting,10,Pipeline,Purchased List,New Customer,Opportunity to provide digital transformation to Helsinki Tech to address their competitive advantage requirements.,Arrange product demonstration for key stakeholders,2025-07-01T07:21:05.752810,2025-07-06T07:21:05.752810,EUR,false,false
006626010984777447,Barcelona Renewable - Process Automation,001662160734841219,228895,2025-05-17,Closed Lost,0,Omitted,Trade Show,New Customer,Opportunity to provide digital transformation to Barcelona Renewable to address their regulatory compliance requirements. Lost to Oracle due to pricing/feature considerations.,Conduct post-mortem analysis,2025-04-09T07:21:05.752941,2025-05-02T07:21:05.752941,EUR,true,false
006943199279813778,Barcelona Renewable - AI Implementation,001662160734841219,235636,2026-06-22,Proposal/Price Quote,60,Best Case,Email Campaign,New Customer,Opportunity to provide AI-powered insights to Barcelona Renewable to address their competitive advantage requirements.,Schedule final decision-maker presentation,2025-02-21T07:21:05.753001,2025-03-14T07:21:05.753001,EUR,false,false
006200832108434451,Dresden Software - Cloud Migration,001721097506509766,3112258,2025-02-04,Closed Won,100,Closed,External Referral,New Customer,Opportunity to provide digital transformation to Dresden Software to address their scalability needs requirements. Successfully completed implementation and achieved measurable ROI.,Schedule implementation planning session,2024-08-20T07:21:05.753126,2024-08-29T07:21:05.753126,EUR,true,true
006422867053516688,Dresden Software - Analytics Solution,001721097506509766,288548,2026-05-15,Qualification,20,Pipeline,External Referral,New Customer,Opportunity to provide AI-powered insights to Dresden Software to address their operational efficiency requirements.,Conduct needs assessment workshop,2025-07-22T07:21:05.753192,2025-08-21T07:21:05.753192,EUR,false,false
006429801080990578,Dresden Software - Data Integration,001721097506509766,4201928,2025-08-25,Needs Analysis,30,Pipeline,Word of mouth,New Customer,Opportunity to provide cloud solutions to Dresden Software to address their operational efficiency requirements.,Arrange reference customer calls,2025-05-07T07:21:05.753256,2025-05-19T07:21:05.753256,EUR,false,false
006904946291984265,Dresden Software - Cloud Migration,001721097506509766,4902270,2026-03-11,Qualification,20,Pipeline,Cold Call,New Customer,Opportunity to provide automation platform to Dresden Software to address their competitive advantage requirements.,Validate budget and decision-making process,2025-04-02T07:21:05.753320,2025-04-11T07:21:05.753320,EUR,false,false
006830098418357506,Dresden Software - Security Enhancement,001721097506509766,3742000,2025-12-21,Prospecting,10,Pipeline,Cold Call,New Customer,Opportunity to provide AI-powered insights to Dresden Software to address their scalability needs requirements.,Send company overview and case study materials,2025-02-12T07:21:05.753383,2025-02-19T07:21:05.753383,EUR,false,false
006609772321489872,Luxembourg Capital - AI Implementation,001110641368804355,10217205,2026-07-13,Qualification,20,Pipeline,Other,New Customer,Opportunity to provide AI-powered insights to Luxembourg Capital to address their competitive advantage requirements.,Validate budget and decision-making process,2025-06-24T07:21:05.753522,2025-07-05T07:21:05.753522,HUF,false,false
006403084168849544,Baltic Solutions - Digital Transformation,001188303342897319,610957,2025-11-24,Qualification,20,Pipeline,Partner Referral,New Customer,Opportunity to provide automation platform to Baltic Solutions to address their operational efficiency requirements.,Validate budget and decision-making process,2025-07-17T07:21:05.753726,2025-07-20T07:21:05.753726,CHF,false,false
006622063459901707,Groningen Energy - Security Enhancement,001203041018031068,2021905,2025-03-16,Closed Won,100,Closed,Cold Call,Existing Customer - Upgrade,Opportunity to provide digital transformation to Groningen Energy to address their operational efficiency requirements. Successfully completed implementation and achieved measurable ROI.,Initiate project kick-off and onboarding,2024-10-30T07:21:05.753897,2024-11-01T07:21:05.753897,EUR,true,true
006316389822289195,Groningen Energy - AI Implementation,001203041018031068,3491872,2026-05-26,Needs Analysis,30,Pipeline,Other,Existing Customer - Replacement,Opportunity to provide advanced analytics to Groningen Energy to address their operational efficiency requirements.,Arrange reference customer calls,2025-07-04T07:21:05.753963,2025-07-12T07:21:05.753963,EUR,false,false
006927899875246640,Nordic Energy - Cloud Migration,001410704096080305,126119,2025-01-25,Closed Lost,0,Omitted,Phone Inquiry,New Customer,Opportunity to provide AI-powered insights to Nordic Energy to address their data challenges requirements. Lost to Oracle due to pricing/feature considerations.,Maintain relationship for future opportunities,2024-12-18T07:21:05.754093,2025-01-09T07:21:05.754093,EUR,true,false
006641815507327630,Nordic Energy - Digital Transformation,001410704096080305,94689,2025-03-13,Closed Lost,0,Omitted,Email Campaign,New Customer,Opportunity to provide digital transformation to Nordic Energy to address their data challenges requirements. Lost to Google due to pricing/feature considerations.,Conduct post-mortem analysis,2025-02-01T07:21:05.754159,2025-03-01T07:21:05.754159,EUR,true,false
006116962219626720,Nordic Energy - Data Integration,001410704096080305,39603,2026-07-11,Proposal/Price Quote,60,Best Case,Partner Referral,New Customer,Opportunity to provide digital transformation to Nordic Energy to address their regulatory compliance requirements.,Follow up on proposal questions and concerns,2025-05-23T07:21:05.754217,2025-06-05T07:21:05.754217,EUR,false,false
006771276280277300,Nordic Energy - AI Implementation,001410704096080305,12340,2026-06-14,Qualification,20,Pipeline,Partner Referral,New Customer,Opportunity to provide digital transformation to Nordic Energy to address their operational efficiency requirements.,Validate budget and decision-making process,2025-07-12T07:21:05.754272,2025-07-18T07:21:05.754272,EUR,false,false
006825726445909208,Montpellier Research - Platform Upgrade,001523399275710423,11855561,2024-05-15,Closed Won,100,Closed,Partner Referral,New Customer,Opportunity to provide AI-powered insights to Montpellier Research to address their operational efficiency requirements. Successfully completed implementation and achieved measurable ROI.,Initiate project kick-off and onboarding,2024-03-31T07:21:05.754641,2024-04-16T07:21:05.754641,EUR,true,true
006317259774722918,Montpellier Research - AI Implementation,001523399275710423,19235131,2026-02-14,Qualification,20,Pipeline,Web,New Customer,Opportunity to provide automation platform to Montpellier Research to address their scalability needs requirements.,Conduct needs assessment workshop,2025-02-07T07:21:05.754750,2025-02-12T07:21:05.754750,EUR,false,false
006884795935219395,Montpellier Research - Security Enhancement,001523399275710423,1825015,2026-04-02,Qualification,20,Pipeline,External Referral,New Customer,Opportunity to provide cloud solutions to Montpellier Research to address their regulatory compliance requirements.,Validate budget and decision-making process,2025-03-20T07:21:05.754820,2025-04-07T07:21:05.754820,EUR,false,false
006698005772313943,Montpellier Research - Analytics Solution,001523399275710423,11360927,2026-01-08,Needs Analysis,30,Pipeline,Partner Referral,New Customer,Opportunity to provide automation platform to Montpellier Research to address their scalability needs requirements.,Conduct technical deep-dive session,2025-03-25T07:21:05.754883,2025-04-12T07:21:05.754883,EUR,false,false
006973718170781747,Geneva Pharma - Platform Upgrade,001889970583953387,17477124,2024-12-27,Closed Won,100,Closed,Word of mouth,New Customer,Opportunity to provide cloud solutions to Geneva Pharma to address their scalability needs requirements. Successfully completed implementation and achieved measurable ROI.,Introduce customer success team,2024-10-11T07:21:05.755107,2024-10-14T07:21:05.755107,EUR,true,true
006720896646014548,Geneva Pharma - AI Implementation,001889970583953387,18584379,2025-11-26,Proposal/Price Quote,60,Best Case,Partner Referral,New Customer,Opportunity to provide AI-powered insights to Geneva Pharma to address their scalability needs requirements.,Negotiate contract terms and conditions,2025-04-14T07:21:05.755184,2025-04-28T07:21:05.755184,EUR,false,false
006246114520260976,Geneva Pharma - Digital Transformation,001889970583953387,11305334,2025-10-09,Negotiation/Review,80,Commit,Partner Referral,New Customer,Opportunity to provide advanced analytics to Geneva Pharma to address their data challenges requirements.,Finalize contract terms and pricing,2025-06-24T07:21:05.755247,2025-07-10T07:21:05.755247,EUR,false,false
006802530058992270,Stockholm Software AB - AI Implementation,001612657359845331,4989997,2024-10-06,Closed Won,100,Closed,Cold Call,New Customer,Opportunity to provide AI-powered insights to Stockholm Software AB to address their scalability needs requirements. Successfully completed implementation and achieved measurable ROI.,Initiate project kick-off and onboarding,2024-05-30T07:21:05.755402,2024-06-11T07:21:05.755402,EUR,true,true
006190026088270659,Stockholm Software AB - AI Implementation,001612657359845331,794533,2025-12-05,Qualification,20,Pipeline,External Referral,New Customer,Opportunity to provide advanced analytics to Stockholm Software AB to address their scalability needs requirements.,Conduct needs assessment workshop,2025-07-19T07:21:05.755469,2025-08-12T07:21:05.755469,EUR,false,false
006179249595374449,The Hague Solutions International - Platform Upgrade,001341839750352307,2456224,2024-06-04,Closed Lost,0,Omitted,Other,New Customer,Opportunity to provide advanced analytics to The Hague Solutions International to address their data challenges requirements. Lost to IBM due to pricing/feature considerations.,Conduct post-mortem analysis,2024-02-27T07:21:05.755613,2024-03-02T07:21:05.755613,SEK,true,false
006839578448479532,The Hague Solutions International - Cloud Migration,001341839750352307,18339584,2025-11-26,Negotiation/Review,80,Commit,Purchased List,New Customer,Opportunity to provide AI-powered insights to The Hague Solutions International to address their data challenges requirements.,Prepare for contract signature,2025-04-15T07:21:05.755688,2025-05-09T07:21:05.755688,SEK,false,false
006616472714267497,The Hague Solutions International - Process Automation,001341839750352307,4040468,2026-06-12,Value Proposition,40,Pipeline,Cold Call,New Customer,Opportunity to provide automation platform to The Hague Solutions International to address their operational efficiency requirements.,Develop ROI business case presentation,2025-02-09T07:21:05.755755,2025-03-07T07:21:05.755755,SEK,false,false
006278093643006590,The Hague Solutions International - Process Automation,001341839750352307,18953778,2026-05-06,Qualification,20,Pipeline,Trade Show,New Customer,Opportunity to provide AI-powered insights to The Hague Solutions International to address their competitive advantage requirements.,Identify key stakeholders and influencers,2025-04-11T07:21:05.755826,2025-05-10T07:21:05.755826,SEK,false,false
006812967853282861,Berlin Tech Solutions Europe - Data Integration,001880740758404231,95106,2024-06-20,Closed Lost,0,Omitted,Employee Referral,New Customer,Opportunity to provide digital transformation to Berlin Tech Solutions Europe to address their regulatory compliance requirements. Lost to Amazon due to pricing/feature considerations.,Update competitive intelligence,2024-02-16T07:21:05.755968,2024-03-05T07:21:05.755968,EUR,true,false
006100220748823088,Berlin Tech Solutions Europe - AI Implementation,001880740758404231,154241,2026-02-21,Qualification,20,Pipeline,Cold Call,New Customer,Opportunity to provide advanced analytics to Berlin Tech Solutions Europe to address their scalability needs requirements.,Conduct needs assessment workshop,2025-05-18T07:21:05.756035,2025-05-19T07:21:05.756035,EUR,false,false
006349825295680993,Berlin Tech Solutions Europe - Security Enhancement,001880740758404231,45411,2025-08-24,Proposal/Price Quote,60,Best Case,Purchased List,New Customer,Opportunity to provide digital transformation to Berlin Tech Solutions Europe to address their operational efficiency requirements.,Schedule final decision-maker presentation,2025-05-06T07:21:05.756091,2025-06-02T07:21:05.756091,EUR,false,false
006142486221452163,Holland Data Systems Systems - Analytics Solution,001136809124243328,144026,2025-01-05,Closed Lost,0,Omitted,External Referral,New Customer,Opportunity to provide digital transformation to Holland Data Systems Systems to address their data challenges requirements. Lost to Amazon due to pricing/feature considerations.,Maintain relationship for future opportunities,2024-07-13T07:21:05.756233,2024-07-25T07:21:05.756233,EUR,true,false
006742308458878992,Holland Data Systems Systems - Security Enhancement,001136809124243328,75498,2025-03-30,Closed Won,100,Closed,Employee Referral,New Customer,Opportunity to provide AI-powered insights to Holland Data Systems Systems to address their data challenges requirements. Successfully completed implementation and achieved measurable ROI.,Introduce customer success team,2024-12-25T07:21:05.756299,2024-12-28T07:21:05.756299,EUR,true,true
006891337801174500,Holland Data Systems Systems - AI Implementation,001136809124243328,95116,2025-11-17,Negotiation/Review,80,Commit,Word of mouth,New Customer,Opportunity to provide advanced analytics to Holland Data Systems Systems to address their regulatory compliance requirements.,Prepare for contract signature,2025-03-21T07:21:05.756353,2025-03-31T07:21:05.756353,EUR,false,false
